Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,21697.7084797731,19527.3235767954,20117.7888912664,23492.4051742272,30513.9417409748,34080.9998953245,36117.487983674,41001.1429790999,49654.9105957389,42783.3225651148,52087.9722888891,62574.1457032412,68027.8417067378,68156.6279162085,62511.6905895284,56707.0220772116,49881.7637140466,53934.2501750463,57180.7794001614,54875.2859563351,51680.3165229438
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,24625.6007227434,24558.7636778868,26527.5930910347,32294.0488606559,36889.2335135194,38417.4577857677,40669.3269586152,46915.3374004507,51919.9835754226,48153.3240199631,46903.7615854343,51442.2762464407,48564.9173350875,50731.1272541847,51786.3771747905,44195.8175947748,45307.5878620429,47429.1584564387,51486.5755014824,50114.4011099728,48588.6593847921
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,655.119945170816,703.683843432722,763.080637985358,883.733971498452,1045.00937916805,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4229.91064904503
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Bahamas, The"",BHS,27098.1563186767,27486.2367737544,28867.0824977166,28327.8136706662,28396.0137099278,30279.3922080481,30713.7980618188,31472.2855356015,30627.3277467412,28552.5171624714,28443.8884756689,28005.9124040903,29485.8642228279,28768.7723675108,30154.7386172007,31699.3586317477,31314.844558283,32371.0081755289,33077.3918342474,33872.3343072665,24665.0968345675"
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,13636.4167499288,12868.1769170821,13049.9097291643,14222.0367965749,15846.5059474506,17959.3968267194,19307.5089373876,20976.442287272,23066.4509824376,19355.9210050895,20722.0704900745,22514.202716483,23654.3695877495,24744.296958551,24989.437527708,22634.0856475674,22608.4525623673,23742.9373424159,24086.3016866837,23552.3799480773,20406.5023256629
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,418.068942112038,415.034404287378,413.080282638086,446.310675745944,475.291930195819,499.461940239156,509.640189887604,558.051840707954,634.987069668507,702.264419644314,781.153577677298,861.762162181077,883.117129615718,981.860851354457,1118.87380783368,1248.45330989613,1678.95323032604,1839.58337801163,1991.48326659412,2154.22681857606,2270.34753479166
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,11268.4200640121,11209.4211248688,11361.5167707179,11699.3704685216,12512.5779652212,13822.7417486972,15199.3902245225,16770.6877710938,17092.3145143461,15885.9698073832,16056.1168470231,16459.0580537494,16250.0123292058,16452.1527077588,16488.5257320926,16558.8647849868,16909.8865477179,17404.2074696278,17782.8747318576,18480.0565925601,16318.7481052701
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,1276.2880341,1244.37318523431,1479.31458271677,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6555.42681826316
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,23098.8865077401,23015.0712632462,25006.191397109,30655.2092679024,35429.4077933344,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44760.2912443709,44184.946353964,47410.5669277464,44670.5606845101,46757.9518559598,47764.0715120833,41008.296719472,42012.6227191016,44198.4823908691,47549.2080494546,46599.1113350938,45189.3669003126
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,3364.49173102584,3417.09022428717,3553.12137753665,3677.15200183116,3824.92738226594,3916.35537819234,4157.19303528438,4290.90144499547,4408.38293123624,4196.99503148366,4304.11110815138,4441.73875473964,4530.60480052994,4575.68095648484,4744.10894523227,4805.19685237279,4877.67050593258,4909.60466379916,4927.19422373932,4983.33611435869,3987.79659612067
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,512.673901962619,518.067474134696,574.929798155789,711.284954771847,798.744304503809,822.785143124704,856.054916559873,966.203618310158,1125.42613398072,1088.75790573459,1036.53451502404,1130.27325128015,1145.14010479477,1251.20976745379,1291.41018480579,1076.79669785585,1087.28733148547,1136.59387178448,1241.8252980053,1219.51550596905,1291.04097215441
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270035,70359.3191088798,75882.0338560339,95221.8588720301,104287.387498459,106935.486341979,101407.764031934,101875.28407346,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113050.73688163,116153.166121638,107706.039785266
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,718.196336969414,764.432808246182,845.500672103578,962.095371307745,1068.43181141275,1228.43235572338,1330.97744400874,1757.19049597895,1828.1546768491,1819.19730959964,2258.18643535953,2563.261223801,2538.94951919964,2472.72475320595,2652.22565438023,2752.63017233678,2930.5749227006,3286.59674376682,3243.47743748718,3322.86332883678,3000.77798595652
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,997.581750795456,948.870204281826,904.225791906036,907.537409937411,967.406459987634,1034.31180576725,1218.87407426264,1372.62837376384,1715.20839539465,1754.20946663836,1955.460180975,2346.3378439235,2609.88056208632,2908.200370948,3081.87882365163,3035.97165495107,3076.65643933721,3351.12434432642,3548.59078021899,3552.06814383653,3137.98961744018
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,1484.17605712863,1544.60207235926,1789.85769192163,2258.94644489051,2698.46718002684,2980.60126667992,3416.51237636652,4193.36800523416,5090.94582526073,4714.69373721219,4635.5102002738,5092.55472521264,4777.06691952937,5129.6635340307,5330.35507751851,4729.69005416208,4994.97162308122,5394.26913970341,6070.35298018619,6119.76235142981,6082.36673041923
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,3522.3108214571,3278.01607934706,3190.62481146154,4330.97236855283,5073.52040802149,5513.33106259322,5521.99060810445,5832.73705168476,5713.54393106428,5255.77653269313,6434.81248526822,7617.31004132551,7050.57347186681,7224.91273728564,7495.22086608805,6402.91018338391,6982.91749241303,7296.09214157008,7503.8785883646,7247.42947645351,6348.83231765626
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,3749.91084752888,3160.24934491441,2839.49150108966,3070.43641941942,3637.3138901512,4790.45656586131,5886.39152194816,7348.18796290712,8831.18364277674,8597.79433526264,11286.071540212,13245.387369564,12370.2232548476,12300.3867121004,12112.8349554875,8813.98980647828,8710.06328995352,9928.67589653405,9151.38173161536,8876.05983587779,6814.87563196772
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB, , , , , , , , , , , , , , , , , , , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,18012.5021948953,16472.0032948215,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468,27158.4056535724,28571.608291419,31628.4762566009,31085.9619255901,27442.95382794
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1621.24296080247,1770.91353394746,2092.95769387611,2719.49765607059,3389.70704883102,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059,7569.47881476759,8366.29322145748,9446.70077185518,9879.26853313318,10079.2033812203
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,255.718687257319,267.097599629023,294.665388546593,374.627357970473,418.37666028192,457.933430763383,473.449868166334,535.062279451535,643.404581023036,624.175164544582,647.836095537879,751.172770411005,758.000426972403,787.469438309085,792.84623742527,653.32726813947,688.250696258197,734.996267960528,804.500537821516,796.115206827676,857.932729650223
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,136.46397080034,134.363426917623,123.117536141087,113.567251308875,128.336702810905,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235538877634,249.577979366801,252.362469586451,256.97369793085,274.857836231788,305.511144099475,251.651477227529,250.514600732695,238.034309554717,223.862875707709,233.837510306669
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1259.35306724402,1292.22651152195,1401.89107297649,1809.11002984768,2024.26638129338,2099.14841708582,2361.38010115423,3186.77993467023,3721.21999284574,3517.43015558829,3378.3234334576,3740.37410269948,3447.48310007387,3616.03556968932,3588.62558418407,3043.03138156811,3131.01759817572,3292.63350335797,3616.46066604314,3603.77524058462,3064.27238842819
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,300.613679010462,321.150223642203,338.987477292196,362.335482179797,408.513638761735,474.111192071079,539.750328907744,631.525257592679,745.609126957526,738.054731249444,785.50266705782,882.275613986604,950.880345993697,1013.42053550135,1093.49597573908,1162.90499489402,1269.59149895246,1385.26006616114,1512.12698889384,1643.12138876539,1547.51138764424
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,681.102042961201,687.648134393621,759.111851391454,950.564863700067,1090.78533201113,1100.17492617744,1147.4365999036,1277.51680707357,1439.5478041268,1411.47457192714,1352.30227450638,1465.14578817708,1403.52291521783,1527.75125667954,1604.21403479187,1382.5097900241,1413.2559568153,1469.44749980724,1585.24053445546,1533.09568807789,1537.13021832773
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46328.6718408497,43258.2638715601
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM, , , , , , ,82801.5434668214,85433.0302798866,85188.3360285903,77400.4223698874,73351.75776478,72329.6622984,72777.1478369284,73514.6696504991,74990.4327442868,76284.1942951101,78471.6281355257,81513.1628341398,86180.5396948445,91513.042673381,85346.7619526658
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,251.832764026789,250.576194304531,261.976420476007,294.321327687009,321.312654091098,331.294821098185,354.986192001824,404.909402958549,466.472320325332,476.616262813476,488.421735800876,551.749721946219,565.80120711394,380.29791114378,424.449131659484,377.422917680195,402.191645130502,450.900697005372,475.953813864813,468.117514792315,481.746296629034
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,166.175708881786,197.146082103195,221.416536911391,292.600880182047,454.336365239401,658.566973042801,710.396398684645,799.603741996266,929.382751892261,803.686388398795,892.568869694168,984.736130484829,967.352948812122,979.811742616759,1020.28797948927,776.019752284262,693.449767448537,665.948884859102,726.151007088549,709.54004317463,652.349209585738
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,43380.8029830685,41807.079018288,44544.3645088747,48861.0256251918,56753.205046999,58199.1605496003,63244.925375939,74463.0159204917, , , , , , , , , , , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,5100.25413288222,4609.21396034224,4481.83125502139,4827.08337797237,6186.66271596597,7558.37175410092,9406.58448549129,10439.428464249,10752.9723000388,10151.058524965,12724.10406267,14577.6326608147,15354.6184041413,15777.7815089667,14606.9967241905,13495.0106099649,13690.9074621215,14962.5568471791,15772.333484425,14699.4627808048,13220.5707580419
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,959.372483635864,1053.10824300262,1148.50829043887,1288.64325183475,1508.66809788453,1753.41782926104,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5614.35213522114,6300.61511825789,7020.33848453658,7636.11660125502,8016.43143498003,8094.36336675194,8816.98690451989,9905.34200389253,10143.8381955595,10408.6697561349
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,2520.48108876016,2439.68245582205,2396.62712731836,2281.40176243006,2782.62318502156,3414.46515834714,3741.09283661273,4714.07305530503,5472.53652992425,5193.24145795078,6336.70947398466,7335.16693447605,8050.2553716705,8218.34784431476,8114.3439208516,6175.87602970258,5870.77795724163,6376.70671552601,6729.58333198168,6418.61578254492,5312.19855554985
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,647.425811810504,680.905572824133,747.9888625038,937.710896345202,1061.07554752819,1069.02942631854,1114.94528131922,1240.09252846752,1393.21603163764,1344.73040600031,1316.49121286421,1447.94514377496,1403.36025196698,1505.33729247147,1513.8303792438,1242.58560784999,1273.05095200255,1323.81484301294,1428.29046324322,1404.43318720472,1407.40927043446
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Congo, Dem. Rep."",COD,405.216218582649,153.591044080197,175.009951043154,173.796125167459,194.040002646806,218.386226715772,255.433043197206,286.330472470967,327.563721821663,298.619691614791,334.02157774666,387.082476958569,424.60037381496,457.963747509632,486.787095119436,497.317039077365,471.318822463486,467.07423172679,565.829542895849,596.56057010511,543.950392515803"
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Congo, Rep."",COG,1032.137575841,869.100509658205,916.588002746542,1028.41517522533,1326.59660693454,1835.60990812416,2155.40635716309,2265.84745323119,2904.12449601328,2345.56373527156,3076.55644910171,3562.21761464661,3922.86884155231,3884.85068638902,3781.51573466687,2448.52377758887,2051.66617623027,2170.90056268043,2606.61552601515,2369.72944099031,1899.77823742106"
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,3789.05388636246,3960.30770307437,4042.70568601112,4147.82436893773,4404.71188429689,4676.37936564326,5227.46595193036,6103.74191702863,6901.38830612557,6801.0367345982,8227.12749376825,9229.83451670274,10075.0046155772,10744.0910189401,10847.1696673041,11642.7780517123,12011.2227544174,12225.5744931385,12485.4238961667,12762.1380073688,12201.9260332666
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,1007.46738950787,997.478784298968,1047.75226537277,1207.51264780389,1308.28781982945,1309.59165283165,1347.98882431501,1500.1678051495,1738.19210063228,1689.34476162095,1701.47570153451,1744.93889693088,1684.78158626771,1935.94684530882,2156.64588308807,1972.54568305836,2013.38144761651,2111.02655726645,2314.05095836881,2276.3323939018,2325.72370502247
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,4887.71371564115,5412.92513590593,6293.22529907248,8129.79458409902,9747.44077059414,10621.507456753,11797.4744733882,14046.3168101588,16416.5868076948,14653.0435549819,14067.5231191915,14757.1803401768,13401.6566203283,13837.7316376587,13762.3728630599,11933.3773788281,12527.7398569824,13629.289592247,15227.5600968096,15311.766903695,14132.4865609499
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2747.10030348478,2837.73573008299,2999.24176296717,3197.13318464341,3395.71084290657,3786.66345042341,4336.63802470136,4822.88739601325,5010.4347148258,5120.06423622034,5305.88357790134,6139.71878325885,6497.31476421306,6837.71167985881,7133.33767875907,7694.01463710941,8060.79659761513,8541.21368643707,8824.19400843842,9125.8786794952,9477.85287326771
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW, , , , , , , , , , , ,19446.4565747102,19886.6783682132,19762.739621629,19552.660553207,19260.269845345,18881.8306152417,18788.8072839326,18956.0979142963,19024.1772302171,16109.8616665506
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,14388.34765625,14821.447265625,16093.21484375,20252.23828125,23792.62109375,24959.259765625,26729.32421875,31244.92578125,35397.36328125,32109.2421875,31023.638671875,32396.38671875,28912.15625,27729.193359375,27163.33203125,23408.3359375,24605.919921875,26608.875,29334.111328125,29206.076171875,27681.56640625
GDP per capita (current US$),NY.GDP.PCAP.CD,Czechia,CZE,6029.03819275358,6637.04165713981,8060.86870292424,9818.56849307488,11749.8526643577,13430.6698955613,15261.7975911138,18466.5479299216,22804.5776774507,19861.6974295256,19960.0684872157,21871.2660754128,19870.8012123403,20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23419.7356136502,23660.1488068317,22933.4995909236
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,30743.5476816354,30751.654348268,33228.6935448819,40458.7773986609,46511.5983324305,48799.8256011275,52026.9995142723,58487.0549677696,64322.0635020842,58163.2768762815,58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59775.7350964515,61063.3164304238
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,768.183570343678,780.903961316367,791.384180673324,818.868785719334,863.236087368575,904.736679476444,967.679583807819,1052.71911700699,1223.85236343692,1267.31739354562,1343.27512498519,1451.54808090617,1559.24065068226,2312.7209484209,2464.29490507649,2652.51322808034,2803.68912494462,2926.15330391496,3038.26973815945,3172.75068492992,3219.70112779347
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,4787.80144106777,4883.00302426696,4770.85189427687,4897.30836653892,5216.87243383011,5160.88914077013,5518.42319991872,5951.86341333777,6468.94476681711,6903.14580614942,6967.36495514661,7065.46037237599,6849.45593336945,7016.380071478,7317.48614321654,7597.28889409255,8080.96862341186,7298.51457951094,7745.37696325874,8516.28003895161,7003.85902147233
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,2869.17813861021,2977.43451003068,3110.32544702737,2418.35042158878,2487.32906105687,3932.78440650852,4109.03359145391,4707.79505245725,5087.98321278434,5039.40312212985,5555.39201393816,5913.42664885493,6110.36657603383,6238.13236658362,6608.82550130065,6921.52059432776,7280.88361041225,7609.35327534023,8050.64407623416,8282.11713050921,7268.1969096591
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1445.27932442901,1894.61619585804,2172.1018772447,2425.85184175715,2691.27768473838,3002.13860439139,3328.88415626323,3567.83718649963,4249.01896979445,4231.61923466057,4633.59128443099,5200.55510783504,5682.04610814497,6056.33121253813,6377.09392877257,6124.49088707134,6060.09296156791,6213.50312736888,6295.93466163992,6222.52465327248,5627.77227986528
"GDP per capita (current US$),NY.GDP.PCAP.CD,""Egypt, Arab Rep."",EGY,1450.47624243298,1378.20338333845,1191.10323854218,1102.46819936156,1062.15809193398,1186.39331322717,1397.43669004643,1667.3179980551,2044.52780415176,2331.26884011057,2645.96875877924,2791.81076592794,3229.6856303038,3262.65758647104,3379.55798627058,3562.93265798423,3519.8732398108,2444.29038718448,2537.12518504712,3019.09228346646,3569.20684121108"
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,2001.54004887966,2072.3015906358,2124.10181983345,2209.4972451963,2278.4303299528,2428.56887928932,2631.82273894031,2786.15777431659,2933.3942401921,2858.48334388385,2983.2288061357,3266.01097774165,3428.40933246681,3509.52653622458,3589.04288461991,3705.57970353453,3805.99568574434,3910.25440332717,4052.62477533742,4167.73093878563,3798.63652082321
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,1725.55758427978,2313.16593689273,2744.19148324865,3618.54447564811,6152.13123760173,10963.4063784924,12857.3688248227,15908.4111920336,22942.6101005186,16668.1216976014,17288.8412777624,21641.6950791415,21711.1532298542,20390.7382585315,19394.0818360782,11283.3980158847,9250.31672846641,9667.8569615799,10005.6160423267,8380.74112238766,7198.33588370688
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,308.134186808579,316.823953429739,293.955672417246,334.585571541238,407.769076960812,388.595947483174,415.036030549833,439.8321033782,450.632398910533,595.109987185412,501.355316997143,642.508258796603, , , , , , , , , 
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23063.5638175675,23397.8782560944,23054.3584905978
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,1728.71049762741,1521.76907531716,1405.44870562975,2148.632475194,2699.13074169713,3083.83814075588,3176.69116821334,3327.44513395798,3137.38726604361,3385.85884592044,4168.48940292685,4496.61336050974,4527.56503878653,4230.17126641521,4039.15934079483,3680.34947283775,3425.53195692846,3914.41848379603,4107.09443109307,3889.85122575483,3434.72179830295
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,124.460790874921,120.765783730897,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.286052292978,326.436822761984,380.569003212934,341.554122699663,354.4795719088,467.07787183328,499.531530164228,566.92640288853,640.541923075422,717.124869806118,768.523015429372,771.524866349431,855.760885186903,936.45075756247
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,22856.7388330401,24724.4579532836,27021.8119985467,31624.5133112884,35886.9157317247,36756.121667869,42153.9419654639,48784.8905002297,52034.5790292303,48011.8931139898,48578.5968147873,52267.1231834658,50464.6586679884,55892.2870235945,60484.3407300749,53310.2620055228,58224.8055136926,61455.0526069484,65572.6075305846,67153.6819379166,66320.6791976778
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,2069.31745471458,2030.24635131517,2248.71419119053,2818.91392042135,3311.15989532504,3627.63285585254,3715.93265705693,4040.15211916504,4167.69493510221,3362.82049454372,3652.53593320954,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844185,5390.71420703085,5651.27272132772,6101.02388950081,6317.41372301725,6175.8906526556,5102.84392924983
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,24345.9148217032,24967.7925153182,26997.7529897788,32927.6802919408,37772.1781110398,39054.8504423825,41222.6020004611,48476.3927287052,53772.7942390019,47481.4845364339,46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49988.9108461845,48628.641762105,49160.8371522596
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,22419.6948211313,22452.9823753273,24292.5802304835,29633.6789794897,33803.3095951203,34773.1501479027,36474.1595859967,41561.2005095485,45519.2968812949,41740.2430343475,40677.9851405443,43848.106054888,40872.3624615688,42605.0443782179,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41592.795896432,40578.6442850534,39037.1226309074
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,14350.6158563333, , , , , , , , , , , , , , ,19500.1008550573,20020.0938634051,21127.0643295323,22094.7574631942,21512.2732970947,20182.5845029164
